geo,life_expectancy_years,time
brb,61.68,1956
brb,62.26,1957
brb,62.83,1958
brb,63.39,1959
brb,63.94,1960
brb,64.48,1961
brb,65,1962
brb,65.52,1963
brb,66.02,1964
brb,66.51,1965
brb,66.99,1966
brb,67.45,1967
brb,67.91,1968
brb,68.36,1969
brb,68.8,1970
brb,68.9,1971
brb,69.1,1972
brb,69.2,1973
brb,69.5,1974
brb,69.7,1975
brb,70.1,1976
brb,70.5,1977
brb,71,1978
brb,71.5,1979
brb,72.1,1980
brb,72.6,1981
brb,73,1982
brb,73.2,1983
brb,73.3,1984
brb,73.3,1985
brb,73.2,1986
brb,73.1,1987
brb,73,1988
brb,73,1989
brb,73.1,1990
brb,73.2,1991
brb,73.2,1992
brb,73.3,1993
brb,73.3,1994
brb,73.4,1995
brb,73.5,1996
brb,73.6,1997
brb,73.8,1998
brb,74,1999
brb,74.3,2000
brb,74.5,2001
brb,74.5,2002
brb,74.6,2003
brb,74.9,2004
brb,75,2005
brb,75.1,2006
brb,75.2,2007
brb,75.3,2008
brb,75.3,2009
brb,75.4,2010
brb,75.5,2011
brb,75.5,2012
brb,75.6,2013
brb,75.7,2014
brb,75.8,2015
blr,36.2,1800
blr,36.2,1801
blr,36.2,1802
blr,36.2,1803
blr,36.2,1804
blr,36.2,1805
blr,36.2,1806
blr,36.2,1807
blr,36.2,1808
blr,36.2,1809
blr,36.2,1810
blr,36.2,1811
blr,36.2,1812
blr,36.2,1813
blr,36.2,1814
blr,36.2,1815
blr,36.2,1816
blr,36.2,1817
blr,36.2,1818
blr,36.2,1819
blr,36.2,1820
blr,36.2,1821
blr,36.2,1822
blr,36.2,1823
blr,36.2,1824
blr,36.2,1825
blr,36.2,1826
blr,36.2,1827
blr,36.2,1828
blr,36.2,1829
blr,36.2,1830
blr,36.2,1831
blr,36.2,1832
blr,36.2,1833
blr,36.2,1834
blr,36.2,1835
blr,36.2,1836
blr,36.2,1837
blr,36.2,1838
blr,36.2,1839
blr,36.2,1840
blr,36.2,1841
blr,36.2,1842
blr,36.2,1843
blr,36.2,1844
blr,36.2,1845
blr,36.2,1846
blr,36.2,1847
blr,36.2,1848
blr,36.2,1849
blr,36.2,1850
blr,36.2,1851
blr,36.2,1852
blr,36.2,1853
blr,36.2,1854
blr,36.2,1855
blr,36.2,1856
blr,36.2,1857
blr,36.2,1858
blr,36.2,1859
blr,36.2,1860
blr,36.2,1861
blr,36.2,1862
blr,36.2,1863
blr,36.2,1864
blr,36.2,1865
blr,36.2,1866
blr,36.2,1867
blr,36.2,1868
blr,36.2,1869
blr,36.2,1870
blr,36.2,1871
blr,36.2,1872
blr,36.2,1873
blr,36.2,1874
blr,36.2,1875
blr,36.2,1876
blr,36.2,1877
blr,36.2,1878
blr,36.2,1879
blr,36.2,1880
blr,36.2,1881
blr,36.2,1882
blr,36.2,1883
blr,36.2,1884
blr,36.2,1885
blr,36.2,1886
blr,36.2,1887
blr,36.2,1888
blr,36.2,1889
blr,36.2,1890
blr,36.2,1891
blr,36.2,1892
blr,36.2,1893
blr,36.2,1894
blr,36.2,1895
blr,36.2,1896
blr,36.2,1897
blr,36.2,1898
blr,36.2,1899
blr,36.2,1900
blr,36.81,1901
blr,37.42,1902
blr,38.03,1903
blr,38.65,1904
blr,39.26,1905
blr,39.87,1906
blr,40.48,1907
blr,41.09,1908
blr,41.7,1909
blr,42.31,1910
blr,42.92,1911
blr,43.54,1912
blr,44.15,1913
blr,42.92,1914
blr,37.37,1915
blr,37.37,1916
blr,35.37,1917
blr,31.37,1918
blr,33.37,1919
blr,30.42,1920
blr,33.71,1921
blr,34.59,1922
blr,43.47,1923
blr,45.96,1924
blr,45.04,1925
blr,48.22,1926
blr,47.31,1927
blr,48.89,1928
blr,46.97,1929
blr,46.91,1930
blr,47.89,1931
blr,39.13,1932
blr,25.79,1933
blr,41.89,1934
blr,51.73,1935
blr,52.41,1936
blr,51.14,1937
blr,52.38,1938
blr,52.16,1939
blr,51.94,1940
blr,19.66,1941
blr,14.64,1942
blr,13.62,1943
blr,20.61,1944
blr,29.59,1945
blr,57.25,1946
blr,47.18,1947
blr,59.81,1948
blr,62.6,1949
blr,64.53,1950
blr,64.74,1951
blr,65.17,1952
blr,65.58,1953
blr,65.99,1954
blr,66.38,1955
blr,66.77,1956
blr,67.14,1957
blr,67.49,1958
blr,68.42,1959
blr,71.19,1960
blr,71.9,1961
blr,70.6,1962
blr,71.24,1963
blr,72.76,1964
blr,72.28,1965
blr,72.63,1966
blr,72.36,1967
blr,72.45,1968
blr,72.04,1969
blr,71.5,1970
blr,71.5,1971
blr,71.6,1972
blr,71.6,1973
blr,71.6,1974
blr,71.5,1975
blr,71.4,1976
blr,71.2,1977
blr,71.1,1978
blr,70.9,1979
blr,70.8,1980
blr,70.7,1981
blr,70.6,1982
blr,70.5,1983
blr,70.6,1984
blr,71.1,1985
blr,71.6,1986
blr,71.9,1987
blr,71.7,1988
blr,71.3,1989
blr,70.8,1990
blr,70.3,1991
blr,69.6,1992
blr,69,1993
blr,68.5,1994
blr,68.2,1995
blr,68.1,1996
blr,68.1,1997
blr,68,1998
blr,68.1,1999
blr,68.2,2000
blr,68.1,2001
blr,68.1,2002
blr,68.2,2003
blr,68.4,2004
blr,68.8,2005
blr,69.2,2006
blr,69.8,2007
blr,70.1,2008
blr,70.2,2009
blr,70.2,2010
blr,70.1,2011
blr,70.1,2012
blr,70.2,2013
blr,70.3,2014
blr,70.4,2015
bel,40,1800
bel,40.01,1801
bel,40.02,1802
bel,40.02,1803
bel,40.03,1804
bel,40.04,1805
bel,40.05,1806
bel,40.06,1807
bel,40.06,1808
bel,40.07,1809
bel,40.08,1810
bel,40.09,1811
bel,40.1,1812
bel,40.1,1813
bel,40.11,1814
bel,40.12,1815
bel,40.13,1816
bel,40.14,1817
bel,40.14,1818
bel,40.15,1819
bel,40.16,1820
bel,40.17,1821
bel,40.18,1822
bel,40.19,1823
bel,40.19,1824
bel,40.2,1825
bel,40.21,1826
bel,40.22,1827
bel,40.23,1828
bel,40.23,1829
bel,40.24,1830
bel,40.25,1831
bel,40.26,1832
bel,40.27,1833
bel,40.27,1834
bel,40.28,1835
bel,40.29,1836
bel,40.3,1837
bel,40.31,1838
bel,40.31,1839
bel,40.32,1840
bel,40.33,1841
bel,38.66,1842
bel,40.36,1843
bel,41.9,1844
bel,41.03,1845
bel,37.83,1846
bel,35.11,1847
bel,38.04,1848
bel,34.5,1849
bel,42.28,1850
bel,41.88,1851
bel,41.77,1852
bel,41.33,1853
bel,39.78,1854
bel,37.49,1855
bel,40.92,1856
bel,40.49,1857
bel,40.18,1858
bel,38.98,1859
bel,45.12,1860
bel,41.27,1861
bel,43.12,1862
bel,41.33,1863
bel,39.81,1864
bel,37.74,1865
bel,32.47,1866
bel,43.08,1867
bel,42.56,1868
bel,42.58,1869
bel,40.92,1870
bel,34.35,1871
bel,40.04,1872
bel,43.48,1873
bel,44.67,1874
bel,42.17,1875
bel,43.68,1876
bel,44.48,1877
bel,44.24,1878
bel,43.84,1879
bel,42.48,1880
bel,44.42,1881
bel,45.54,1882
bel,44.89,1883
bel,44.24,1884
bel,45.48,1885
bel,43.36,1886
bel,46.06,1887
bel,44.92,1888
bel,45.07,1889
bel,44.14,1890
bel,44.06,1891
bel,43.16,1892
bel,44.44,1893
bel,46.65,1894
bel,45.46,1895
bel,48.06,1896
bel,48.82,1897
bel,48.12,1898
bel,46.49,1899
bel,46.59,1900
bel,49.44,1901
bel,49.18,1902
bel,49.26,1903
bel,49.32,1904
bel,50.01,1905
bel,49.74,1906
bel,51.11,1907
bel,49.7,1908
bel,50.7,1909
bel,51.37,1910
bel,49.25,1911
bel,52.26,1912
bel,52.51,1913
bel,42,1914
bel,40,1915
bel,42,1916
bel,43,1917
bel,34.94,1918
bel,49.86,1919
bel,53.66,1920
bel,54.75,1921
bel,55.15,1922
bel,56.77,1923
bel,57.51,1924
bel,57.16,1925
bel,56.97,1926
bel,57.2,1927
bel,57.53,1928
bel,55.08,1929
bel,57.18,1930
bel,58.52,1931
bel,58.6,1932
bel,58.77,1933
bel,60.43,1934
bel,60.02,1935
bel,60.02,1936
bel,60.01,1937
bel,60.16,1938
bel,60.02,1939
bel,55.97,1940
bel,58.96,1941
bel,59.21,1942
bel,60.4,1943
bel,56.95,1944
bel,58.41,1945
bel,61.94,1946
bel,63.48,1947
bel,65,1948
bel,65.5,1949
bel,66.37,1950
bel,66.82,1951
bel,68.02,1952
bel,68.39,1953
bel,68.65,1954
bel,68.6,1955
bel,68.89,1956
bel,69.26,1957
bel,69.95,1958
bel,70.35,1959
bel,69.67,1960
bel,70.54,1961
bel,70.28,1962
bel,70.09,1963
bel,70.76,1964
bel,70.61,1965
bel,70.68,1966
bel,70.97,1967
bel,70.66,1968
bel,70.74,1969
bel,71,1970
bel,71.1,1971
bel,71.3,1972
bel,71.6,1973
bel,71.9,1974
bel,72.2,1975
bel,72.4,1976
bel,72.6,1977
bel,72.8,1978
bel,73,1979
bel,73.3,1980
bel,73.6,1981
bel,73.8,1982
bel,74,1983
bel,74.3,1984
bel,74.6,1985
bel,74.9,1986
bel,75.2,1987
bel,75.5,1988
bel,75.8,1989
bel,76,1990
bel,76.2,1991
bel,76.4,1992
bel,76.5,1993
bel,76.7,1994
bel,76.9,1995
bel,77.1,1996
bel,77.3,1997
bel,77.5,1998
bel,77.6,1999
bel,77.8,2000
bel,78,2001
bel,78.2,2002
bel,78.5,2003
bel,78.9,2004
bel,79.2,2005
bel,79.3,2006
bel,79.4,2007
bel,79.4,2008
bel,79.6,2009
bel,79.8,2010
bel,80,2011
bel,80.1,2012
bel,80.2,2013
bel,80.3,2014
bel,80.4,2015
blz,26.5,1800
blz,26.5,1801
blz,26.5,1802
blz,26.5,1803
blz,26.5,1804
blz,26.5,1805
blz,26.5,1806
blz,26.5,1807
blz,26.5,1808
blz,26.5,1809
blz,26.5,1810
blz,26.5,1811
blz,26.5,1812
blz,26.5,1813
blz,26.5,1814
blz,26.5,1815
blz,26.5,1816
blz,26.5,1817
blz,26.5,1818
blz,26.5,1819
blz,26.5,1820
blz,26.5,1821
blz,26.5,1822
blz,26.5,1823
blz,26.5,1824
blz,26.5,1825
blz,26.5,1826
blz,26.5,1827
blz,26.5,1828
blz,26.5,1829
blz,26.5,1830
blz,26.5,1831
blz,26.5,1832
blz,26.5,1833
blz,26.5,1834
blz,26.5,1835
blz,26.5,1836
blz,26.5,1837
blz,26.5,1838
blz,26.5,1839
blz,26.5,1840
blz,26.5,1841
blz,26.5,1842
blz,26.5,1843
blz,26.5,1844
blz,26.5,1845
blz,26.5,1846
blz,26.5,1847
blz,26.5,1848
blz,26.5,1849
blz,26.5,1850
blz,26.5,1851
blz,26.5,1852
blz,26.5,1853
blz,26.5,1854
blz,26.5,1855
blz,26.5,1856
blz,26.5,1857
blz,26.5,1858
blz,26.5,1859
blz,26.5,1860
blz,26.5,1861
blz,26.5,1862
blz,26.5,1863
blz,26.5,1864
blz,26.5,1865
blz,26.5,1866
blz,26.5,1867
blz,26.5,1868
blz,26.5,1869
blz,26.5,1870
blz,26.5,1871
blz,26.5,1872
blz,26.5,1873
blz,26.5,1874
blz,26.5,1875
blz,26.5,1876
blz,26.5,1877
blz,26.5,1878
blz,26.5,1879
blz,26.5,1880
blz,26.5,1881
blz,26.5,1882
blz,26.5,1883
blz,26.5,1884
blz,26.5,1885
blz,26.5,1886
blz,26.5,1887
blz,26.5,1888
blz,26.5,1889
blz,26.5,1890
blz,26.5,1891
blz,26.5,1892
blz,26.5,1893
blz,26.5,1894
blz,26.5,1895
blz,26.5,1896
blz,26.5,1897
blz,26.5,1898
blz,26.5,1899
blz,26.5,1900
blz,26.5,1901
blz,26.5,1902
blz,26.5,1903
blz,26.5,1904
blz,26.5,1905
blz,26.5,1906
blz,26.5,1907
blz,26.5,1908
blz,26.5,1909
blz,26.5,1910
blz,27.06,1911
blz,27.62,1912
blz,28.19,1913
blz,28.75,1914
blz,29.31,1915
blz,29.88,1916
blz,30.44,1917
blz,26.91,1918
blz,31.56,1919
blz,32.12,1920
blz,32.72,1921
blz,33.32,1922
blz,33.91,1923
blz,34.51,1924
blz,35.1,1925
blz,35.7,1926
blz,36.29,1927
blz,36.89,1928
blz,37.48,1929
blz,38.08,1930
blz,38.67,1931
blz,39.27,1932
blz,39.86,1933
blz,40.46,1934
blz,41.42,1935
blz,42.37,1936
blz,43.33,1937
blz,44.29,1938
blz,45.25,1939
blz,46.21,1940
blz,47.16,1941
blz,48.12,1942
blz,49.08,1943
blz,50.04,1944
blz,51,1945
blz,51.95,1946
blz,52.91,1947
blz,53.87,1948
blz,54.83,1949
blz,55.79,1950
blz,56.1,1951
blz,56.69,1952
blz,57.28,1953
blz,57.86,1954
blz,58.43,1955
blz,59.01,1956
blz,59.58,1957
blz,60.14,1958
blz,60.71,1959
blz,61.29,1960
blz,61.87,1961
blz,62.46,1962
blz,63.07,1963
blz,63.68,1964
blz,64.29,1965
blz,64.91,1966
blz,65.51,1967
blz,66.09,1968
blz,66.66,1969
blz,67.2,1970
blz,67.6,1971
blz,67.8,1972
blz,68,1973
blz,68.3,1974
blz,68.4,1975
blz,68.5,1976
blz,68.6,1977
blz,68.7,1978
blz,69.1,1979
blz,69.3,1980
blz,69.5,1981
blz,69.7,1982
blz,70,1983
blz,70.6,1984
blz,71.1,1985
blz,71.6,1986
blz,72,1987
blz,72.2,1988
blz,72.2,1989
blz,72.1,1990
blz,71.8,1991
blz,71.7,1992
blz,71.6,1993
blz,71.5,1994
blz,71.2,1995
blz,70.7,1996
blz,70.2,1997
blz,69.6,1998
blz,69.1,1999
blz,69,2000
blz,69.1,2001
blz,69.4,2002
blz,70,2003
blz,70.4,2004
blz,70.6,2005
blz,70.8,2006
blz,70.8,2007
blz,70.7,2008
blz,70.3,2009
blz,70.1,2010
blz,70,2011
blz,70,2012
blz,70,2013
blz,70,2014
blz,70,2015
ben,31,1800
ben,31,1801
ben,31,1802
ben,31,1803
ben,31,1804
ben,31,1805
ben,31,1806
ben,31,1807
ben,31,1808
ben,31,1809
ben,31,1810
ben,31,1811
ben,31,1812
ben,31,1813
ben,31,1814
ben,31,1815
ben,31,1816
ben,31,1817
ben,31,1818
ben,31,1819
ben,31,1820
ben,31,1821
ben,31,1822
ben,31,1823
ben,31,1824
ben,31,1825
ben,31,1826
ben,31,1827
ben,31,1828
ben,31,1829
ben,31,1830
ben,31,1831
ben,31,1832
ben,31,1833
ben,31,1834
ben,31,1835
ben,31,1836
ben,31,1837
ben,31,1838
ben,31,1839
ben,31,1840
ben,31,1841
ben,31,1842
ben,31,1843
ben,31,1844
ben,31,1845
ben,31,1846
ben,31,1847
ben,31,1848
ben,31,1849
ben,31,1850
ben,31,1851
ben,31,1852
ben,31,1853
ben,31,1854
ben,31,1855
ben,31,1856
ben,31,1857
ben,31,1858
ben,31,1859
ben,31,1860
ben,31,1861
ben,31,1862
ben,31,1863
ben,31,1864
ben,31,1865
ben,31,1866
ben,31,1867
ben,31,1868
ben,31,1869
ben,31,1870
ben,31,1871
ben,31,1872
ben,31,1873
ben,31,1874
ben,31,1875
ben,31,1876
ben,31,1877
ben,31,1878
ben,31,1879
ben,31,1880
ben,31,1881
ben,31,1882
ben,31,1883
ben,31,1884
ben,31,1885
ben,31,1886
ben,31,1887
ben,31,1888
ben,31,1889
ben,31,1890
ben,31,1891
ben,31,1892
ben,31,1893
ben,31,1894
ben,31,1895
ben,31,1896
ben,31,1897
ben,31,1898
ben,31,1899
ben,31,1900
ben,31,1901
ben,31,1902
ben,31,1903
ben,31,1904
ben,31,1905
ben,31,1906
ben,31,1907
ben,31,1908
ben,31,1909
ben,31,1910
ben,31,1911
ben,31,1912
ben,31,1913
ben,31,1914
ben,31,1915
ben,31,1916
ben,31,1917
ben,11.99,1918
ben,31,1919
ben,31,1920
ben,31.1,1921
ben,31.2,1922
ben,31.3,1923
ben,31.39,1924
ben,31.49,1925
ben,31.59,1926
ben,31.69,1927
ben,31.79,1928
ben,31.89,1929
ben,31.98,1930
ben,32.08,1931
ben,32.18,1932
ben,32.28,1933
ben,32.38,1934
ben,32.48,1935
ben,32.57,1936
ben,32.67,1937
ben,32.77,1938
ben,32.87,1939
ben,32.97,1940
ben,33.07,1941
ben,33.16,1942
ben,33.26,1943
ben,33.36,1944
ben,33.74,1945
ben,34.12,1946
ben,34.5,1947
ben,34.89,1948
ben,35.27,1949
ben,35.65,1950
ben,36.01,1951
ben,36.62,1952
ben,37.22,1953
ben,37.81,1954
ben,38.39,1955
ben,38.97,1956
ben,39.53,1957
ben,40.09,1958
ben,40.65,1959
ben,41.2,1960
ben,41.76,1961
ben,42.32,1962
ben,42.89,1963
ben,43.47,1964
ben,44.07,1965
ben,44.69,1966
ben,45.33,1967
ben,45.98,1968
ben,46.63,1969
ben,47.3,1970
ben,47.8,1971
ben,48.5,1972
ben,49.1,1973
ben,49.8,1974
ben,50.4,1975
ben,51,1976
ben,51.6,1977
ben,52,1978
ben,52.5,1979
ben,53,1980
ben,53.4,1981
ben,53.8,1982
ben,54.2,1983
ben,54.6,1984
ben,55,1985
ben,55.5,1986
ben,55.9,1987
ben,56.3,1988
ben,56.7,1989
ben,57.1,1990
ben,57.5,1991
ben,57.9,1992
ben,58.2,1993
ben,58.4,1994
ben,58.5,1995
ben,58.6,1996
ben,58.7,1997
ben,58.8,1998
ben,59,1999
ben,59.2,2000
ben,59.4,2001
ben,59.8,2002
ben,60.3,2003
ben,60.9,2004
ben,61.4,2005
ben,62.1,2006
ben,62.7,2007
ben,63.2,2008
ben,63.6,2009
ben,64,2010
ben,64.3,2011
ben,64.6,2012
ben,64.9,2013
ben,65.2,2014
ben,65.5,2015
btn,28.8,1800
btn,28.8,1801
btn,28.8,1802
btn,28.8,1803
btn,28.8,1804
btn,28.8,1805
btn,28.8,1806
btn,28.8,1807
btn,28.8,1808
btn,28.8,1809
btn,28.8,1810
btn,28.8,1811
btn,28.8,1812
btn,28.8,1813
btn,28.8,1814
btn,28.8,1815
btn,28.8,1816
btn,28.8,1817
btn,28.8,1818
btn,28.8,1819
btn,28.8,1820
btn,28.8,1821
btn,28.8,1822
btn,28.8,1823
btn,28.8,1824
btn,28.8,1825
btn,28.8,1826
btn,28.8,1827
btn,28.8,1828
btn,28.8,1829
btn,28.8,1830
btn,28.8,1831
btn,28.8,1832
btn,28.8,1833
btn,28.8,1834
btn,28.8,1835
btn,28.8,1836
btn,28.8,1837
btn,28.8,1838
btn,28.8,1839
btn,28.8,1840
btn,28.8,1841
btn,28.8,1842
btn,28.8,1843
btn,28.8,1844
btn,28.8,1845
btn,28.8,1846
btn,28.8,1847
btn,28.8,1848
btn,28.8,1849
btn,28.8,1850
btn,28.8,1851
btn,28.8,1852
btn,28.8,1853
btn,28.8,1854
btn,28.8,1855
btn,28.8,1856
btn,28.8,1857
btn,28.8,1858
btn,28.8,1859
btn,28.8,1860
btn,28.8,1861
btn,28.8,1862
btn,28.8,1863
btn,28.8,1864
btn,28.8,1865
btn,28.8,1866
btn,28.8,1867
btn,28.8,1868
btn,28.8,1869
btn,28.8,1870
btn,28.8,1871
btn,28.8,1872
btn,28.8,1873
btn,28.8,1874
btn,28.8,1875
btn,28.8,1876
btn,28.8,1877
btn,28.8,1878
btn,28.8,1879
btn,28.8,1880
btn,28.8,1881
btn,28.8,1882
btn,28.8,1883
btn,28.8,1884
btn,28.8,1885
btn,28.8,1886
btn,28.8,1887
btn,28.8,1888
btn,28.8,1889
btn,28.8,1890
btn,28.8,1891
btn,28.8,1892
btn,28.8,1893
btn,28.8,1894
btn,28.8,1895
btn,28.8,1896
btn,28.8,1897
btn,28.8,1898
btn,28.8,1899
btn,28.8,1900
btn,28.8,1901
btn,28.8,1902
btn,28.8,1903
btn,28.8,1904
btn,28.8,1905
btn,28.8,1906
btn,28.8,1907
btn,28.8,1908
btn,28.8,1909
btn,28.8,1910
btn,28.8,1911
btn,28.8,1912
btn,28.8,1913
btn,28.8,1914
btn,28.8,1915
btn,28.8,1916
btn,28.8,1917
btn,18.46,1918
btn,28.8,1919
btn,28.8,1920
btn,29.04,1921
btn,29.29,1922
btn,29.53,1923
btn,29.77,1924
btn,30.01,1925
btn,30.26,1926
btn,30.5,1927
btn,30.74,1928
btn,30.99,1929
btn,31.23,1930
btn,31.47,1931
btn,31.72,1932
btn,31.96,1933
btn,32.2,1934
btn,32.44,1935
btn,32.69,1936
btn,32.93,1937
btn,33.17,1938
btn,33.42,1939
btn,33.66,1940
btn,33.9,1941
btn,34.15,1942
btn,34.39,1943
btn,34.63,1944
btn,34.88,1945
btn,35.12,1946
btn,35.36,1947
btn,35.6,1948
btn,35.85,1949
btn,36.09,1950
btn,36.51,1951
btn,37.11,1952
btn,37.71,1953
btn,38.33,1954
btn,38.95,1955
btn,39.57,1956
btn,40.2,1957
btn,40.84,1958
btn,41.47,1959
btn,42.09,1960
btn,42.71,1961
btn,43.31,1962
btn,43.92,1963
btn,44.52,1964
btn,45.15,1965
btn,45.82,1966
btn,46.54,1967
btn,47.32,1968
btn,48.18,1969
btn,49.1,1970
btn,49.4,1971
btn,49.8,1972
btn,50.1,1973
btn,50.4,1974
btn,50.7,1975
btn,51.1,1976
btn,51.4,1977
btn,51.9,1978
btn,52.3,1979
btn,52.9,1980
btn,53.5,1981
btn,54.1,1982
